               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  84,           0.0084635,            0.008736,                   0,                   1,             0.99991,               0.995,             0.95692,           0.0066138,            0.007321,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.008033,           0.0085682,                   0,             0.99956,             0.99885,               0.995,             0.95215,           0.0066202,           0.0073067,                   0,            0.001684,            0.001684,            0.001684
                  86,           0.0078934,           0.0084464,                   0,                   1,             0.99978,               0.995,             0.95442,            0.006475,           0.0074342,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.007733,           0.0083117,                   0,                   1,             0.99989,               0.995,             0.95773,           0.0063729,           0.0071912,                   0,            0.001486,            0.001486,            0.001486
                  88,           0.0076324,           0.0078264,                   0,             0.99993,                   1,               0.995,             0.95725,           0.0064356,           0.0070972,                   0,            0.001387,            0.001387,            0.001387
                  89,           0.0076144,           0.0081152,                   0,              0.9999,                   1,               0.995,              0.9586,            0.006332,           0.0073084,                   0,            0.001288,            0.001288,            0.001288
                  90,           0.0075421,           0.0079597,                   0,             0.99986,                   1,               0.995,             0.95715,           0.0062417,           0.0071731,                   0,            0.001189,            0.001189,            0.001189
                  91,           0.0074906,           0.0080693,                   0,             0.99993,                   1,               0.995,             0.95709,           0.0063044,           0.0070843,                   0,             0.00109,             0.00109,             0.00109
                  92,           0.0075503,           0.0083197,                   0,             0.99997,                   1,               0.995,             0.96274,           0.0062141,           0.0068513,                   0,            0.000991,            0.000991,            0.000991
                  93,           0.0072983,           0.0082123,                   0,             0.99994,                   1,               0.995,             0.96179,           0.0060954,            0.006804,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.007147,           0.0081037,                   0,             0.99991,                   1,               0.995,              0.9639,           0.0061524,           0.0069439,                   0,            0.000793,            0.000793,            0.000793
                  95,           0.0073247,           0.0081443,                   0,             0.99994,                   1,               0.995,             0.96344,           0.0060002,           0.0068595,                   0,            0.000694,            0.000694,            0.000694
                  96,           0.0069725,           0.0080522,                   0,             0.99994,                   1,               0.995,             0.96356,           0.0060592,           0.0069157,                   0,            0.000595,            0.000595,            0.000595
                  97,           0.0071045,           0.0079067,                   0,             0.99994,                   1,               0.995,             0.96786,           0.0058591,           0.0066979,                   0,            0.000496,            0.000496,            0.000496
                  98,           0.0069796,           0.0075711,                   0,             0.99994,                   1,               0.995,              0.9641,           0.0060017,           0.0069425,                   0,            0.000397,            0.000397,            0.000397
                  99,           0.0069034,           0.0074181,                   0,             0.99994,                   1,               0.995,             0.96794,           0.0058268,           0.0067147,                   0,            0.000298,            0.000298,            0.000298
